Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
657000,00000625,false,Rx,0,8,25,00,59,86,01,54,5C,06,
731000,00000062,false,Rx,0,8,12,00,00,00,00,00,00,F1,
731000,00000066,false,Rx,0,8,00,00,00,00,00,00,00,00,
731000,0000006D,false,Rx,0,8,12,00,00,00,00,00,00,F0,
731000,0000010A,false,Rx,0,6,10,00,01,20,10,01,00,00,
732000,0000060D,false,Rx,0,8,0D,10,82,B6,09,20,70,00,
740000,00000054,false,Rx,0,8,00,00,FE,FF,BF,02,00,00,
740000,00000055,false,Rx,0,8,10,27,00,00,00,00,00,00,
740000,00000056,false,Rx,0,8,10,27,00,00,00,00,00,00,
741000,00000057,false,Rx,0,8,00,00,FE,FF,FE,FF,00,00,
741000,0000005C,false,Rx,0,8,1E,00,1E,00,00,00,00,00,
741000,0000005D,false,Rx,0,8,00,00,00,00,00,00,FE,FF,
0,0000005E,false,Rx,0,8,00,00,00,00,00,00,00,00,
0,0000005F,false,Rx,0,8,1E,00,1E,00,00,00,00,00,
0,00000060,false,Rx,0,8,00,00,00,00,00,00,FE,FF,
0,00000061,false,Rx,0,8,00,00,00,00,00,00,00,00,
743000,00000063,false,Rx,0,8,32,01,01,00,00,00,00,00,
743000,00000064,false,Rx,0,8,3C,00,05,00,C8,00,FF,03,
743000,00000067,false,Rx,0,8,BE,3E,27,00,01,1E,00,00,
743000,00000068,false,Rx,0,8,BE,3E,27,00,01,1E,00,00,
744000,00000069,false,Rx,0,8,BE,3E,27,00,01,1E,00,00,
744000,0000006A,false,Rx,0,8,BE,3E,27,00,01,1E,00,00,
744000,0000006B,false,Rx,0,8,BE,3E,27,00,01,1E,00,00,
745000,0000006C,false,Rx,0,8,BE,3E,27,00,01,1E,00,00,
757000,00000625,false,Rx,0,8,25,00,59,86,01,54,5C,06,
789000,000002C4,false,Rx,0,8,03,00,00,00,71,02,00,00,
